reviewID,businessID,reviewerID,date,reviewContent,rating,usefulCount,coolCount,funnyCount
elzal4h3E1DeUlgQVBhWHg,6WE3zP14Azd0xM6Hk7C8Pw,BFr6Z705fZxztLM9siIuLQ,10/28/2017,"Great farm to table style restaurant.  Cozy and warm, the food here is fantastic, cocktails are great, and their cider made from their own apples is unique and delicious.The burger is the hot item, you'll see it passing by every 5 minutes, but the real winner for us was the duck schnitzel!  So flavorful and satisfying.Service was quick even though the place was packed.  Will definitely return for another round.",5.0,1,0,1
InQzzODdbezTD_OPwZWeNQ,6WE3zP14Azd0xM6Hk7C8Pw,8F8XwgVZV76bUKIh9cz_BA,1/1/2018,This place is haunted. A spooky ghost caused the kitchen staff to be unable to use the oven. We had to wait for them to light sage to ward off the evil spirits. Probably won't return. Also their burger has no seasoning on it.,1.0,2,0,0
udoMutv3eENAME58gahkeA,6WE3zP14Azd0xM6Hk7C8Pw,Y9p-LYYKa2aJe5zfTqzUfQ,2/2/2018,"Loved Farmhouse! A friend and I stopped in for a late lunch during restaurant week and really enjoyed ourselves. We had the cheese curds, winter salad, burger, and grilled cheese with tomato soup. The winter salad was just amazing. Really no words, so refreshing and light..... loved.  All of our selections were outstanding. Everything was fresh and so yummy.  The service was attentive and friendly.",5.0,0,0,0
82G_aDPql33yNZlR7IgpGw,6WE3zP14Azd0xM6Hk7C8Pw,1HpDyeQz__hIpJm2WFutkA,1/31/2018,"It's Restaurant Week!! So a friend and I were browsing menus and decided to give Farmhouse Chicago a try. We had made a reservation for 8pm on a Saturday and when we got there it was extremely busy/packed. The hostess told us our table wasn't ready yet so we grabbed a couple drinks at the bar. It ended up being about 10-15 min past our reservation time by the time we got seated. So if you're going during a busy time/day, definitely make reservations. I can't imagine what the wait would have been if we didn't have one! The interior is super cute with (shocking) a farmhouse vibe with farm stuff all over. We were seated in the upper level. The Restaurant Week menu choices all looked great but ended up picking the cheese curds to start, roasted half chicken, and the warm apple crisp for dessert. Let me just tell you, THE CHEESE CURDS ARE BOMB. I would go back just for those alone. The chicken was delicious and tender as well with mashed potatoes and brussel sprouts plus some other veggies. I was only planning on having a couple bites of the warm apple crisp because I was so full but ate the whole thing because it was so good...whoops!Super delicious food! Was a little disappointed we still had to wait with reservations and our food did take a while to come out, but it was very busy in there plus our server was very helpful and friendly. Will definitely be back for the cheese curds and to try out some other things!",4.0,0,0,0
HEJPToXAsEJ1MGEvsof0qA,6WE3zP14Azd0xM6Hk7C8Pw,vnAT6jZjXezToEtY31TtYQ,1/21/2018,"I went here last night to celebrate my mother's birthday and reading the rave reviews about Farmhouse on Yelp. Unfortunately, some of the items that we were looking forward to eating were not being offered at that time. For starters, we had the cheese curds which was delicious, but my main problem was my entree, the short rib mac and cheese. I loooove mac and cheese and was excited to give this a try but it lacked a key ingredient: SALT! My grandmother ordered the same thing and was highly disappointed as well. However, my mother did enjoy her pork chop very much, but I don't think we'll be back anytime soon.",3.0,0,0,0
pgWybs5OSOdrKfPU4QUyFw,6WE3zP14Azd0xM6Hk7C8Pw,FiZn-x6ZSoKyeskbxpvE1w,12/8/2017,"I saw pictures of the food here and absolutely had to check it out! The macaroni and cheese looked out of this world and I needed to taste those cheese curds! Oh, and I sure did! The cheese curds were delicious - not the best I've ever had, but very good. And the dipping sauces that came with it were tasty too. I also got the veggie burger and macaroni and cheese. The veggie burger was just okay. It was a pretty mushy consistency, but the fries were good. The macaroni was very tasty! I took some home and didn't think it made for great leftovers, though. The ambience of this place is really cool and makes for a great date place. I'd come back again!",4.0,1,1,1
ZTMDrUfcWUGgvXR43JRJsA,6WE3zP14Azd0xM6Hk7C8Pw,opaTZcjPDVmEMq2MSvD_cA,2/15/2018,"Exceptional winter salad, steak had so much flavor, and cheese curds were delicious. Cool vibes, love that everything is local from the ingredients to the drinks, bang bang pie for dessert, bread pudding was alright. Would love to come back here, good sized portions as well",5.0,0,0,0
8YshpRZ_rdo4BTo7lsAVmg,6WE3zP14Azd0xM6Hk7C8Pw,xqCDTnK6zGMPSW2YCoYP_w,2/12/2018,"After reading reviews our party of 4 from out of town decided on Farmhouse Chicago and I wished we had tried somewhere else.  The reservation experience was great, the hostess was kind & attentive and we were seated upon arrival.  The food was another story, the cheese curds were delish but my burger lacked flavor and the desserts were ok.  A friend tried the pulled pork mac & cheese she said the pork was too salty (she did not eat it) but that the noodles & sauce were great. The atmosphere is nice and had character but the overall experience was average.  Such a shame...",3.0,0,0,0
fVXXSAkS1a4iESXsc7kG4Q,6WE3zP14Azd0xM6Hk7C8Pw,v7sqBaOloWgYX64pekWOAw,8/10/2017,"Came here for a work lunch with my coworkers. Cute place, great service. I just moved to the Chicago area, so I was keen to experience 'farm-to-table' in the Midwest. I figure...food would be way fresh here, since aren't there just cows roaming everywhere? (no, at least not in Chicago proper...) Anyway, I highly recommend getting the cheese curds. Freakin delicious is what they are. I ordered the spicy chicken sandwich. It was a bit overwhelmingly saucy....great bun though. I replaced the kettle chips with salad, because I'm trying to be slim. Regrets but then again, nothing tastes better than how skinny feels.",4.0,2,4,2
W-bsvSJAPUcTAuYoQIa6ew,6WE3zP14Azd0xM6Hk7C8Pw,I8mfczria5yISiy6wTVJ7Q,11/27/2017,"After not going to Farmhouse for about a year, I was happy to see how much the food had improved!!! My husband and I shared a flatbread and salad and both were flavorful, fresh, and well prepared!!! This was a big improvement from the last time we were there and I am excited to return and try additional menu items in the near future!!!",5.0,1,0,0
CXtb5t7W1J0hO_bgB9L2jQ,B_04jjMZjeGGKjaPcR3Kig,1m4Hmm7IbgGjVupM7CQSMw,2/28/2018,"Busy even midweek, this delightful tiki haunt lived up to the hype. Granted I'm Tiki bar crazy so it's hard to do wrong in my book, but with a vibrant menu and hilarious fruit bowls that look like tentacles I was won over right away. The husband enjoyed the ""Tropical Itch""  No, not a comment on the health score but a fun take on a tiki classic complete with souvenir back scratcher. Our SF pal Jonathan isn't an imbiber of the sugary tiki delight so I was glad they had some options for those who want to venture outside the tropics. Of course I had the ""Aloha Felicia"" which was everything I dreamed it would be. Girl, bye.",5.0,1,0,1
Q3zv7_ZrAnPRPXRmrEacwg,B_04jjMZjeGGKjaPcR3Kig,BUtRLUQPcknGA2P3Cij7jw,2/28/2018,"Service: the host was a little impatient. Our waitress at first didn't tend to us in a timely manner but once we expressed our worry she started to come a bit more often. Food/drinks: the wings were okay. The sauce on the wings is different from what you'd typically expect. It was kind of like the Asian zing for BWW. The drinks are GREAT! Nice, strong and pretty tasty Location: it's a little tricky to find (since the entry way is in an alley) but once you find it you can be certain you're in the right place because of the lit tiki torches. The music on here says background but it's definitely elevator music. I wish it was something better but I suppose elevator music is the only way to accommodate everyone's taste/not offend anyone. Ambiance: came on a Wednesday night so it wasn't too busy. My friends and I stayed in the bamboo room and took lots of pics. The candles really set the mood. I will definitely visit again for drinks with friends.",3.0,1,0,1
nZnbG3vzwUBJL4qm3Oyl3A,B_04jjMZjeGGKjaPcR3Kig,xj4kmVaAsLVr5o_6WYj5LA,2/26/2018,"I had Three Dots and a Dash bookmarked on my Yelp about a month ago and decided to give it a try since my group and I wanted to have some drinks on our Saturday night out.Parking: Street or valet! I ended up just ubering into downtown to save the trouble.Location: Literally located in an alley, make sure to ask around or you might miss it. On busy nights, you'll see the long line in the alley. Most likely it's for Three Dots and a Dash.Reservations/Wait: You can make reservations with them to skip the line. However, despite the length, it does run pretty fast. My group of 5 were able to be inside within 15 minutes of waiting.Bar: Since is underground, it is extremely stuffy and warm. I recommend to wear light layers underneath otherwise you'd be suffocating. There's seating, but most of them are reserved. The bar area is where most people would stand and since it's crowded, it's a little hard to squeeze through for drinks. However, people are pretty courteous and will let you pass through. Drinks: They have a good selection of pretty drinks. The strongest drinks will have skull icons to indicate, generally it would have 2 skulls beside its name. Most of the drinks are about $11- $14, which is reasonably priced, since they're also decorated very nicely with little umbrellas, or even tiny flowers. You're also paying for the art. I ended up getting the Swizzle, which is one of their strongest. My friends ordered their other drinks, which were definitely less strong, but still strong enough to give you a good buzz. My bartender was very patient with us, he had to tend to at least 3 other groups, so our drinks did take awhile but he did not rush on making them quality drinks. Overall experience here was great, the drinks were strong and definitely left my group and I in a really good mood. My only complaint is how stuffy this bar gets, I know it's cold outside, but it is just ridiculously stuffy indoors, and this is coming from a Californian!",4.0,5,2,1
kjJ9Xcxu2BNQtlSgPFFPyw,B_04jjMZjeGGKjaPcR3Kig,GmQR50bIII7gDNRYEgfXfA,2/16/2018,"Updating my review for Three Dots and a Dash to reflect my latest experience. We came after a concert at HOB, but this time I made a reservation to avoid the overcrowded bar. I'm glad I made one because it was definitely still packed on a Thursday evening. I was also able to better enjoy Three Dots' ambience. It's actually pretty nice. Since we had a table, we tried the: *Anaconda Don't Want None (Blanco Tequila, Mezcal, Lime, Fassionola, Falernum, Bitters) - I really liked this one! But, I am a tequila/mezcal fan. *Port Light (Bonded Bourbon, Overproof Jamaican Rum, Passion Fruit, Pomegranate and Lemon - Serves 2-3 - $40) - Didn't see any other tables order this (the conch and the zombie seem like the most popular table drinks) but I'm glad we did. It is a bit on the sweeter side (versus the Anaconda at least) but no overpowering cinnamon!  *Captain Dino's Pu Pu Platter - generally pretty impressed with this, but now I know what I WILL order a la cart next time -- Coco's Coconut Shrimp, Thai Fried Chicken & King Crab Rangoons. The Yuca fries were just too starchy for me - just a fact of yuca, nothing against Three Dots' version. The egg rolls were bland and I actually used the (vegan) dipping sauce from the yuca fries to add some flavor. It also seemed like OK etiquette to just order drinks, so don't feel shy making a rez for just drinks! 47/365",3.0,3,2,2
Yc5hmqTK6y8kzh1daGFaiw,B_04jjMZjeGGKjaPcR3Kig,AbMjnKOwg736fcIu8apuyQ,1/16/2018,"Sure, there are better things in life than alcohol, but alcohol makes life better because I don't have any of those things.Three Dots and a Dash is a legendary Chicago underground speakeasy beckoning you down a dark alley with a burning tiki torch near a nondescript doorway. No need to ask if you are at the right place. You are.The bar is sooo busy! We had to hustle and jostle to get a pair of bar stools as soon as someone got up. This is not a bar for the timid or passive. It is a bar for $16 tiki drinkies with names like Painkiller, Stripped and Go Naked, Time Traveler, and Aloha Felicia. Each is unique and super sweet, but with enough kick to eventually get you to a state where tiki is cool and so is your drink. Hell, maybe even you will be, too.The crowd was definitely older, but filled with people who were there on a mission to get their drank on and get it on quick ... tiki-style. I fit right in. Sure, there might be better things in life than tiki cocktails served in cool containers the shape of a statue, skull, or coconut, but sucking down a couple of these tiki drinkies helped make life better for at least one night.",4.0,39,38,31
qhx8BSJ6vdOuaDkVKofhMQ,B_04jjMZjeGGKjaPcR3Kig,Wg9XvfHw-8hk3PQsovxHFw,2/24/2018,"If you want to really feel a buzz, this tiki bar is the place to go! It is one of the hot spots of the city so I recommend reserving a table ahead of time- otherwise you would be standing for a long time and holding your drink because there are not many side tables. The lighting is kind of dark but the decorations are festive. ALL the drinks are strong and on the expensive side so be prepared. The place is kind of hidden in the sense that the entrance is like in an alley between side streets. Right when you enter underground, you will notice skulls everywhere with a cool effect. The crowd is decent and I noticed more older people. I have not tried the food here yet. Definitely recommend and a great place to start the night :)",4.0,1,1,0
8oiWNF-3PeePU48dK4OrAw,B_04jjMZjeGGKjaPcR3Kig,uzb2jxTuLTYCk-EH2U-OBg,1/19/2018,"This was another great find in Chicago via Yelp. It's walking distance from the hotel I stayed at, Hotel Felix, about 5 blocks away. However, the actual entrance of this bar was not easy to find because it's in a dark alley. Luckily, I saw some velvet ropes in front of a closed black door so I assumed it was the entrance and I was right. I really could've just called my friend who was already waiting inside but what's the fun in that?This hidden tiki bar / lounge is actually underground which is accessed via staircase surrounded by skulls. Downstairs, half is a bar / lounge and the other is a full service dining room and the entire place is dimly lit. Got here at 6:00pm on a Sunday and the place was packed, so if you are dining, reservations are a must but we came here just to have cocktails. And as my friend mentioned prior, the cocktails were indeed well presented and strong.I tried the 151 Swizzle (151 Proof Demerara Rum, Lime, Cane Sugar, Bitters, Nutmeg, Absinthe) and the Jet Pilot (Aged Jamaican Rum, Overproof Rum, Cinnamon, Falernum, Grapfruit, Lime, Bitters, Absinthe). I was very impressed with both but the Jet Pilot was extra delicious and lethal...lol :)  My friend got the Pandan Pain Killer (Jamaican Pot Still Rum, Barbados Rum, Coconut Tangerine, Pineapple, Pandan). I had sip and it was dam good too.  FYI, they also offer shareable drinks for up to 8 people served in beautiful bowls or creative contraptions.Three Dots and a Dash is definitely a must stop while visiting Chicago. It's probably the classiest Tiki bar I've ever been too so prices were a little steep. Single cocktails are $14-$18 and shareable drinks start at $28 and go up to $385 depending on your preferred poison of the night.",4.0,1,2,0
0RD2U0eOM-Pc-w50ZWL99Q,B_04jjMZjeGGKjaPcR3Kig,5S2opptngW2QB_gP-AsQEg,12/24/2017,It's cool. Not too excited one way or the other. Not really a rum drinker so I can go or not.  The food was just ok. Atmosphere just ok as well. I had fun with friends there but I don't have to go back. Very hot in the building last night. As we left the music got better. Service was good as well. If you like rum and very big and obnoxious drinks this is the place for you!,3.0,4,3,2
lskbc4ZjEx6eLBPcVFnnsw,B_04jjMZjeGGKjaPcR3Kig,4jPsIgMZT4_Ks5-myaW9Bg,12/31/2017,"True story: I went to Three Dots and a Dash with boo one night, and the next day I woke up so content that I was half-wondering whether our visit to tiki bar paradise was a dream.In these days of minimalist designs, I appreciated the detailed information on the menu at Three Dots and a Dash, including sketches of the drinks so that you know what type of badass mug it comes in, a list of ingredients so you know what profile to expect, and even a skull symbol to warn you of which drinks are stronger.I was enticed by the 151 Swizzel ($14) because it was the strongest drink on the menu, featuring 151 proof Demerara rum and absinthe. The rum was much more refined than what I remember for Bacardi 151 during my college days. It was well balanced with the incorporation of lime, cane sugar, bitters, and nutmeg in a complex composition that could take some thought to wrap your head around. Although it didn't taste too overwhelming, it was nice and strong.The boo got the Basic Batida ($14). Yes, it's pumpkin flavored (with pumpkin Overproof rum), yes it comes in a pumpkin-shaped mug that looks basic, and yes I teased boo for being basic. While the drink was interesting, crafty, and strong, I found it too sweet with the Boston Buol Madeira, the dulce de leche, and the coffee armagnac.The presentation is stellar, with aesthetic flairs like fresh orchids and whole cinnamon sticks. Equally memorable is the ambiance, which surpasses any of my tiki bar experiences in SF. The soothing green lighting, faux dried grass roofs, wooden totem poles, and centerpieces of sand and seashells seem excessive when you think about it, but they all add to the magic of this tropical oasis.Fun facts: - (Important conversation-starter fact): The name is the morse code for V, symbolizing victory. Their namesake drink was created by a WWII veteran, and their vision is to create a space to celebrate life's victories. - The menu includes bowl drinks for larger groups and a selection of southeast Asian-inspired bar bites like coconut shrimp. - For the drunchies, Firecakes around the corner has amazing donuts and is open until midnight Thursdays through Saturday.- If you are a true fan, you can purchase the cup to bring home. A little pricey at ~$30-40 (drink included), but a great souvenir.",5.0,1,3,0
Ha9DhkbqybQNZLnVGOgNPA,B_04jjMZjeGGKjaPcR3Kig,nuaJLyZGAsKj9dzDmAW2Cw,1/2/2018,"Came to Three Dots and a Dash on Christmas eve. This place to say the very least is interesting. if you are looking to do something different, and literally off the beaten path (the place is in a back ally), then this is the place for you.Once you find the place, it is actually really cool. You walk downstairs and it is a tropical Hawaiian themed lounge for drinks that are all more interesting and cool than the last.There are individual drinks, and drinks that can be shared between a group. Kind of like fish bowls. It is hard to recommend any one drink, as my girl friend and I tried a few, so i would come here with an open mind and just try whatever you feel like you are in the mood for, and defiantly get at least one drink that can be shared.I will say that at a place like this, it is easy for the place to skimp on booz, and this place definitely did not do that. the drinks are extremely strong so be warned.I wouldn't order the food honestly, I would come here just for drinks and find another spot for food in the area. the menu for food is small, and i saw people order a few things and nothing looked amazing or at least worth it.",4.0,0,0,0
EMSIfaDQDY8sIC93oymR6Q,B_04jjMZjeGGKjaPcR3Kig,GIK3ZeadxsC23viJZXq3Mg,11/27/2017,"I can't believe I hadn't reviewed this place! Hands down amongst the top bars in the US! Be sure to make reservations if going later at night because the place gets extremely busy and you won't like waiting outside in an alley in the Chicago winter. The place is literally underground in an alley, just follow the tiki torches!Inside you encounter a long stairway down and a blue wall of sculls, then you hear reggae playing. As you follow steps down you feel like you're in one of the Caribbean islands during a nice summer night enjoying the perfect party. The drink menu is perfect. Has enough of everything and with pictures! They have the best cups for drinks. All are Instagram worthy and you can actually purchase most of them. Drinks for two to share or even 10! They have it all. If you're in Chicago... THIS PLACE IS A MUST",5.0,8,6,3
6HcwFUaI9p7jfSG7LwdCBw,B_04jjMZjeGGKjaPcR3Kig,Mm3dizKXCm3pow3wRmMbtw,1/29/2018,"I love bringing out of town visitors here, it's so much fun! The atmosphere is great, and the drinks are amazing. Yes, you'll shell out quite a bit for each drink but nothing too outrageous. Plus they are poooteennttt... you get a lot of bang for your buck!The Pain Killer cocktail is probably the best one I've ever had. It's sweet but not overwhelmingly so, and there's a flavor (is it the pandan??) that makes it really unique and delicious. Highly recommend!",5.0,4,2,1
OTEiu6GplTEJInBbEkvN9w,B_04jjMZjeGGKjaPcR3Kig,91Htkq3p93uSQasm_fQ75A,2/2/2018,"This place is very hard to find. It's located down an alley that looks so tricky (especially keeping in mind that's Chicago). The restaurant was packed with people, a lady who was supposed to call us to let us know that a table is available never did! We were waiting for an hour at the bar, when we just decided to order food there as well... it's upsetting that we saw table becoming available but were not offered to take a seat. The cocktails are hands down delicious! We had a great throwback to our Hawaii trips and it feels authentic! The cups in which everything is served add points to the atmosphere! You can even purchase a cup like that for your home The food selection is not big and everything looks like snacks more than a meal! We ordered a poke bowl with chips and it was good, but again just a started. We didn't find anything on the menu that would at least remind us of a big filling meal! Definitely will come back since overall is has a great atmosphere and drinks, works great for people to grab a drink and relax! Ps. It's kinda pricey",4.0,1,1,1
42cD9NG7_iNlpnbegAXvTQ,B_04jjMZjeGGKjaPcR3Kig,MO3LMWe_h7SrR8aTm9xuww,3/3/2018,"This place is fun for a drink with a group of people. Not the place to go to solo like a ""typical"" speakeasy. Whenever friends come to town I take them here because the entrance and esthetic of the whole place is just neat.",4.0,0,0,0
O35cTiTXLC4cYp1Ed0aczg,B_04jjMZjeGGKjaPcR3Kig,RO3vznPVVw5NWcgfP3k17A,1/14/2018,"As frequent visitors (and fans) of the OG of Chicagoland Tiki bars--Hala Kahiki, I couldn't wait to check out TDaaD, especially with my BFF and HK fan with me. Thanks to the reviews who mentioned where the entrance was to this place.  ""Hidden"" entrances are just fun and does give a bit of a sense of adventure.  What will really give you a sense of adventure is the steep staircase leading down to the lounge--yikes!  Folks in heels, be careful!We arrived about 630pm on a Friday night. The hostess looked perplexed but I told her were were just here for a pre-dinner drink and the bar area is fine--she said that was probably the best bet for tonight.  And when we entered, I saw that every table was taken as well as every seat at the bar but there was quite a bit of standing room left.  So it was pretty easy to order at the bar.  An hour later though, it was pretty packed. We tried the Missionary's Downfall and the Pandan Pain Killer.  Both fruity delicious and artfully made. Missionary is made with liquid nitrogen to ice it and it was fun to watch the bar get that magical mist. TIP: there are hooks under the bar and under the make-shift counter/mid room posts, so you can hang your purses while you lean. There is a coat check, but we were only staying for one pre-dinner drink. Our time there was just enough to enjoy the scenery--very tiki and fun. If you want to stay for longer than one drink, especially during prime hours, best to reserve a table. Downtown prices as expected.",4.0,3,3,1
e0MFMgzpZvWSywsYzC1BaQ,B_04jjMZjeGGKjaPcR3Kig,X96uthxccrPCyh5ZTmSb3A,11/6/2017,"This is a cute and fun place to get drinks in Chicago! My high school girlfriends and I came here on our first night in Chicago after we hit up Portrillo's for some food, and ordered drinks here to catch up! It's a little hard to find b/c their entrance is in an alleyway with a pretty indiscrete door sign. The only way I knew that we were at the bar was because of the bouncers that were standing outside. Once you're inside, you immediately get the Tiki bar vibe - the flowers, skulls, blue lights, etc. Their drinks are pricey...as most cocktail drinks are, so don't be surprised. But they have some creative drinks on their menu that are a lot of fun! I ordered their three dots and a dash drink; beware, it is STRONGGGG. like all the rum they put in it definitely is prominent. I think I got through 75% of my drink. (Thankfully, I had food just before, so I didn't really feel too much of the alcohol, but don't take this drink lightly!) One of my friends ordered their Pandan pain killer, which was nice and sweet. They also have options to get group drinks where they come in huge creative containers (like skulls or fish bowls, etc.) We were able to thankfully get a table for 4 girls, despite not having a reservation. Considering how busy this place gets though, I don't think it would hurt to have one on hand. Overall, I think it's a great place for a stop on a bar crawl or a girl's night out. It's not a very casual bar, so I would come dressed up a little bit. It definitely errs on the side of trendy and fun.",4.0,2,1,1
DquM7ruAfvFg7pYtt1D6Fg,B_04jjMZjeGGKjaPcR3Kig,KqYPw_V3OFNcoU9lhSeA5w,2/1/2018,"If I could only go to one Midwestern bar for the rest of my life, I'd be hard-pressed to pick anything other than Three Dots and a Dash. It's the next best thing to actually being on a Polynesian island.This is the benchmark standard for tiki: the glassware, the bamboo, the rum! I went solo, so I had the chance to have a conversation with one of the bartenders. Suffice to say, he was fluent in tiki and made some outstanding recommendations. Whether you're a seasoned tiki aficionado or a newbie, you can't go wrong with their rum barrel. It's a traditional tiki drink, but each tiki bar has its own blend of rums and spices. They won't say exactly what is in it, but it doesn't matter...it's delicious! So short of booking the next flight to Maui, when I need quick vacation, I'm heading to Three Dots and a Dash.",5.0,0,0,0
2tHRcrnQ7yP-DAiZxwksXA,B_04jjMZjeGGKjaPcR3Kig,1XoZwDi4GSjUo-fhKLl5pg,3/3/2018,Great! Nice atmosphere and service great!I would recommend to anyone for unique experience.,5.0,0,0,0
